A(start_img),B(end_img),A(start_node),B(end_node),A2B_shortest_path,A2B_shortest_distance
z_86_01567.png,z_86_01318.png,ID_15,ID_38,"ID_15,ID_16,ID_17,ID_24,ID_29,ID_34,ID_38",0.7603050971158661
